gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_IL10_KOnonTLS_median
Ppp1r1b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stard3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pgap3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Erbb2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mien1,0.016182915161716008,0.15038861025134914,0.6992547055569235,-29.056726616654405,-1.0772131774890312,-0.019054991395740132,0.5173514199290048,0.238307253418742
Grb7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ikzf3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zpbp2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ormdl3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gsdma,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Psmd3,0.009501095540355024,0.08856750257537103,0.2615722360139493,-26.443041924163126,0.0,0.0,0.0,0.0
Csf3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Med24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Thra,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nr1d1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Msl1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm12359,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Casc3,0.029867793297539916,0.4198490637342591,0.9595657057843286,0.0,0.0,0.0,0.0,0.0
Rapgefl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wipf2,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Cdc6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rara,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Top2a,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Igfbp4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tns4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccr7,1.5876796062554575e-05,1.5876796062554575e-05,0.0007938260811504736,0.7801451978753432,1.1894283128675696,1.583826978049339,0.8769933894703605,1.99995849761268
Smarce1,0.0688342731416533,0.48728954994267204,0.9699293482575216,-0.09522621224423537,0.11615846455101986,0.33891689817733245,0.5601421076821175,0.6044648179591292
Krt222,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Krt10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Krt20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Krt23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Krt19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eif1,1.5876796062554575e-05,1.5876796062554575e-05,0.00011113757243788204,0.17627882015833451,0.21769996152668183,0.24727015397001526,2.618780655659565,3.043581846705095
Hap1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jup,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P3h4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fkbp10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nt5c3b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Klhl11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Acly,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Ttc25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cnp,0.2615722360139493,0.2615722360139493,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Dnajc7,3.5291394948257277e-05,0.0007335473709934008,0.010222453583624358,-29.008734821169416,-28.846288867704576,-27.921251513849608,0.4826121061920985,0.0
Nkiras2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dhx58os,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dhx58,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kat2a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rab5c,0.00047630388187663733,0.02524410573946178,0.3053901722632373,-0.3532737316879438,-0.22991044859814314,-0.0876067126849275,0.713042209427427,0.6066196953971379
Kcnh4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ghdc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stat5b,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stat5a,0.012791635946468309,0.06347883701390773,0.12803324454997875,0.0,27.94828270246816,28.97058513131299,0.0,0.25898309644603
Stat3,1.5876796062554575e-05,0.00011113757243788204,0.012399777724855125,0.4266982239524373,0.58768537445445,0.7592064374922685,0.7308269798200374,1.099457936432815
Cavin1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Atp6v0a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Naglu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Coasy,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mlx,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Psmc3ip,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Retreg3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tubg1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tubg2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Plekhh3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cntnap1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccr10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ezh1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ramp2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vps25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wnk4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Coa3,3.5291394948257277e-05,3.5291394948257277e-05,0.0004954208174452059,-29.19465031861818,-29.07493159690156,-28.897099505735202,0.565492086491781,0.0
Cntd1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Becn1,0.009501095540355024,0.15137566002461356,0.8685181258352878,-28.444840415600343,-27.17559802519311,0.0,0.151589860334145,0.0
Psme3,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Aoc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aoc3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aarsd1,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ptges3l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rundc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl27,0.020131777407319206,0.2082876875446535,0.8520611750780606,-0.041924921549158986,-0.019982739681562528,0.004441626813108553,3.198494010068085,3.1553105496539753
Ifi35,0.00023742403531415708,0.0032593368359413715,0.029254565586406815,-29.111517664272736,-28.789418382973775,-28.354248355067135,0.46395781029287675,0.0
Vat1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rnd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Brca1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nbr1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem106a,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Rdm1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arl4d,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dhx8,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Etv4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Meox1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11551,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dusp3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mpp3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300lg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mpp2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem101,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lsm12,0.09788044772564897,0.6238787012780821,1.0,-0.16312595168842034,-0.020369870067037617,0.15620880831937495,0.7711796729500813,0.7583075583559407
G6pc3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hdac5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BC030867,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmub2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Atxn7l3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ubtf,0.009501095540355024,0.029867793297539916,0.2615722360139493,-26.517197683350037,0.0,0.0,0.0,0.0
Rundc3a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc25a39,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Grn,0.00016907075718644346,0.00084204393762856,0.008568016688252352,-29.561233045348693,-29.364061130474795,-1.7194264484777386,0.6952173596972424,0.0
Fam171a2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Itga2b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gpatch8,0.002778685068188869,0.029867793297539916,0.2615722360139493,-28.017378963725303,0.0,0.0,0.0,0.0
Gm11627,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fzd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2810433D01Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccdc43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gjc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eftud2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kif18b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1ql1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dcakd,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nmt1,0.009207932735987153,0.07550027740413184,0.32840014955035723,-29.22094142348527,-0.548902894671211,-0.16476639858426065,0.6091382457826862,0.424383642632817
Plcd3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Acbd4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hexim1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hexim2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fmnl1,0.032507786807138304,0.3645886665539413,0.968559887123876,-0.23534045220470723,0.5170575524786916,28.97054958212257,0.350856289664656,0.5072694321450952
1700023F06Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map3k14,1.5876796062554575e-05,0.000246293970482502,0.0022988170023958625,0.9139085816960564,1.1287072199527781,2.2385032355802785,0.4619210168071417,1.007445063383862
1700028N14Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgap27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgap27os3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arhgap27os2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Plekhm1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gosr2,0.03140194354841769,0.5208065412399778,1.0,-0.0833473187374764,0.22013717445313624,0.9025603406712172,0.48219465311980847,0.5623470928572445
Nsf,0.08856750257537103,0.4198490637342591,1.0,0.0,0.0,0.0,0.0,0.0
Arf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mapt,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kansl1,0.08856750257537103,0.3519631185845171,1.0,0.0,0.0,0.0,0.0,0.0
Cdc27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Myl4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Itgb3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mettl2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1700052K11Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tlk2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tanc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cyb561,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ace,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dcaf7,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Taco1os,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Taco1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map3k3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Limd2,0.00018083879811240126,0.00018083879811240126,0.00022199620514430827,-30.287329228509435,-30.0996952985792,-1.2497457985773128,1.2217096539660561,0.0
Strada,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccdc47,0.029867793297539916,0.08856750257537103,1.0,0.0,0.0,0.0,0.0,0.0
Ddx42,0.009501095540355024,0.07598867855418287,0.5098433838583576,-27.902397516836295,0.0,0.0,0.0,0.0
Ftsj3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Psmc5,0.001732861147459405,0.04071783557837171,0.4224584399324721,-28.970687386281323,-28.78899112625043,-26.80182168797572,0.4642662480018095,0.0
Smarcd2,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd79b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prr29,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Icam2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ern1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tex2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pecam1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Milr1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Polg2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ddx5,0.18134476462649837,0.7344923394458999,1.0,-0.0394517819960515,-0.005031680195392518,0.033043304116545914,2.455048315228185,2.446920106123729
Cep95,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smurf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11707,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kpna2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1810010H24Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bptf,0.020970632368956656,0.2740127914304309,0.9638969075506822,-28.656702905705856,-27.70486280829298,0.0,0.21877350717446675,0.0
Nol11,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Pitpnc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11712,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11713,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Psmd12,0.00755766338384016,0.12972359266715316,0.7544711696412055,-29.082764430621793,-1.2240415289192481,0.06672349907725669,0.486433818706079,0.2099418306865415
Helz,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cacng4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prkca,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cep112,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cep112it,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Axin2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rgs9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11696,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gna13,0.09788044772564897,0.42686353893784235,0.9699293482575216,-0.03190346191762764,0.059935007746904134,0.14503699654568436,1.3577297016494125,1.4170570375465674
9930022D16Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Amz2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc16a6,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Arsg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wipi1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prkar1a,0.009557831229657855,0.11526553941414623,0.6238787012780821,0.024512907426553637,0.1704458087440876,0.28315638882918764,0.8816777947204125,0.9932013219462124
Fam20a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1700012B07Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abca8b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abca8a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abca9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abca6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abca5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map2k6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kcnj2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sox9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2610035D17Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc39a11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cog1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam104a,0.20201608447264252,0.7344923394458999,1.0,-0.11688247182342437,0.059634613723535734,0.2943542035896423,0.601024817976312,0.6276866290665555
D11Wsu47e,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cdc42ep4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sdk2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl38,0.3053901722632373,0.6784313725490196,0.9699293482575216,-0.0117668676576397,0.018495574633521965,0.05174289120538661,3.1705102097780826,3.2077147146946325
Ttyh2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kif19a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gprc5c,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300a,0.015860919266492024,0.1568627450980392,0.7359319679288707,-0.37805547729965133,-0.22643715454222668,-0.04975062124759598,1.1327878506217,0.964988701454272
Cd300lb,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300c,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300ld,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300c2,0.00022199620514430827,0.001794623359371312,0.01059954433910975,-2.2582789728028523,-1.0059135128837342,-0.7426908283254673,0.9956888277062632,0.49107675980093274
Cd300ld3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300e,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rab37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd300lf,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc9a3r1,0.002778685068188869,0.029867793297539916,0.1853939469443623,-27.747684719664214,0.0,0.0,0.0,0.0
Nat9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem104,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fdxr,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hid1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cdr2l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrpl58,0.029867793297539916,0.08856750257537103,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Atp5h,0.00011113757243788204,0.009557831229657855,0.3053901722632373,0.04428437684334681,0.09720143636068851,0.15012231692489766,1.7426286572250849,1.8630365889908451
Kctd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trim80,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11695,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc16a5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Armc7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nt5c,0.0017191380645145984,0.025222573436938574,0.22211206723610616,-29.097262064905728,-28.81681177200506,-27.348838196182662,0.4729930054853535,0.0
Jpt1,0.00047193776295943507,0.03142017940779551,0.5208065412399778,-0.3767887597466578,-0.2557583168303682,-0.09994013472525741,1.0575928979433051,0.884759972833226
Sumo2,0.005493371437643883,0.04734460585853775,0.34314519329999205,-0.2290083508556708,-0.15211587269554577,-0.07117820108018591,1.7038922935001426,1.5357599347542987
Nup85,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Gga3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrps7,0.16771804190995093,0.7039203384624914,1.0,-28.341136599871884,0.0,27.693947579569443,0.0,0.0
Mif4gd,0.1996030161831719,0.7264717268578031,1.0,-0.268967020134976,0.10105475657983784,0.38106683575920525,0.4883311538522025,0.5225947449720847
Slc25a19,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Grb2,0.08249583234103358,0.42686353893784235,0.9699293482575216,-0.025042570851927445,0.043563060727723646,0.12036878264994896,1.5109676409447501,1.555122830462415
Tmem94,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Caskin2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tsen54,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Llgl2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Myo15b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Recql5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smim5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smim6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sap30bp,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Itgb4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Galk1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
H3f3b,1.5876796062554575e-05,0.00047630388187663733,0.02524410573946178,-0.17049375369473924,-0.11420902242511509,-0.06143438575356251,3.2209685204980802,2.975025948429848
Unk,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Unc13d,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wbp2,0.002778685068188869,0.029867793297539916,0.0978412151825437,-27.720525104548138,0.0,0.0,0.0,0.0
Trim47,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trim65,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrpl38,0.029867793297539916,0.08856750257537103,0.2615722360139493,0.0,0.0,0.0,0.0,0.0
Fbf1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Acox1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ten1,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Srp68,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Exoc7,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Foxj1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rnf157,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Ubald2,0.00019052155275065493,0.0029639058244674285,0.02524410573946178,-0.6134408165255376,-0.4358377091225616,-0.27598449625028976,0.881682218062176,0.6508990619039512
Prpsap1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm29292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sphk1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ube2o,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rhbdf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cygb,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Prcd,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Snhg16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
St6galnac2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BC018473,0.029867793297539916,0.08856750257537103,1.0,0.0,0.0,0.0,0.0,0.0
St6galnac1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mxra7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jmjd6,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mettl23,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Srsf2,0.0021592442645074223,0.05737874097007224,0.5208065412399778,0.029125561054436245,0.1608693352618249,0.3419230417913687,0.7783685221390986,0.87042512734932
Mfsd11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Snhg20,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Sec14l1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sept9,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2900041M22Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tnrc6c,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmc6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmc8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm11724,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Syngr2,0.015860919266492024,0.13493688973565135,0.6238787012780821,0.007424629594687398,0.09154731519942988,0.18727547947334047,1.611322252712415,1.7177825133155349
Tk1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Afmid,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Birc5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tha1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Socs3,0.03140194354841769,0.3837421608319441,0.9699293482575216,-0.18394072946540585,0.07796747926275409,0.3515773154759604,0.684634531180479,0.7310331920573541
Pgs1,0.002778685068188869,0.029867793297539916,0.3519631185845171,-28.57736483473851,0.0,0.0,0.0,0.0
Dnah17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cyth1,0.00022154858858406526,0.00023455467501049587,0.002763149773618981,0.8194307102441106,2.1458977097859755,29.498445141693104,0.161108690682276,0.7062169206717195
Usp36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Timp2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lgals3bp,0.009501095540355024,0.08856750257537103,0.2615722360139493,-26.439426574688703,0.0,0.0,0.0,0.0
