gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk6_median,median_IL10_KOnonTLS_median
Gpr45,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tgfbrap1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8430432A02Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AI597479,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fhl2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nck2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Uxs1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tpp2,0.009501095540355024,0.0978412151825437,0.6993022710519221,-27.427870469617066,0.0,0.0,0.0,0.0
Gm8251,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tex30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Poglut2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bivm,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ercc5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gulp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Col3a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Col5a2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wdr75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc40a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dnah7b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc39a10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4933411E06Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmeff2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cavin2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nabp1,0.00020409154273458706,0.0003005389112932323,0.0017522000049902493,1.1808807562190973,3.3947548280550794,29.74068764241523,0.077531460036225,0.8474721591611885
Gm17767,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Myo1b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stat4,3.175359212510915e-05,0.00298483765976026,0.09703824532536225,0.5319606463000061,0.7809502253671663,1.385044246981162,0.6181763872201078,1.060760532453216
Stat1,0.00011113757243788204,0.0015241724220052392,0.015860919266492024,-0.9900238579554802,-0.8070549168937464,-0.5822653447428481,1.4417798744580987,0.8248129631963564
Gls,0.00047630388187663733,0.06909581646423751,0.8506311026434865,0.017377164400921418,0.2375215563643457,0.4161490168355849,0.7160453332675772,0.8445865486544808
Nab1,0.011838928302451,0.14474739940813305,0.7855571560139146,-1.2325026294548342,-0.26504632827041497,0.03444728107050078,0.6036713914769585,0.5025296805394697
Nemp2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mfsd6,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Gm29670,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Inpp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hibch,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1700019D03Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pms1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ormdl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Osgepl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Asnsd1,0.002778685068188869,0.029867793297539916,0.29147411368370935,-28.338925083255347,0.0,0.0,0.0,0.0
Stk17b,1.5876796062554575e-05,0.0010637453361911566,0.038707628800508063,-0.6145108967642052,-0.44053529668899916,-0.27004832018084146,1.2288639885880475,0.9040958527103795
Hecw2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gtf3c3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pgap1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ankrd44,0.00012197098607939689,0.0005866867131432236,0.007820158107431243,-29.520172559436023,-29.26285215049452,-1.7294477219086666,0.64722862762063,0.0
Sf3b1,0.00409621338413908,0.038707628800508063,0.2082876875446535,-0.23489247902516208,-0.16041149592512294,-0.08154377716094383,1.525605873522169,1.369835619042305
Coq10b,0.0009535613008391109,0.005785219914945569,0.03939210869626452,-2.035988353072919,-0.8282973205168342,-0.3776040911666816,0.7713537191246265,0.4664499139903667
Hspd1,0.05355138739194651,0.5369408750268727,1.0,-0.2544882618370108,-0.05453655234522649,0.12113311475990542,0.6034443339649169,0.5825597035034065
Hspe1,0.18073271413828693,0.6784313725490196,1.0,-0.1118838090857559,-0.001413942476255718,0.14147710244039427,1.259733876868904,1.2582625518632624
Mob4,0.009501095540355024,0.2615722360139493,0.9505209847403642,-27.86146304399177,0.0,0.0,0.0,0.0
Rftn2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm10561,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mars2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Plcl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Satb2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9130024F11Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1700066M21Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tyw5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Maip1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Spats2l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kctd18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sgo2a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aox1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bzw1,0.0073033261887751055,0.1568627450980392,0.7920774787647853,0.03504370453753171,0.1831855354512666,0.34306941262142954,0.8117514064860987,0.9243133336393459
Clk1,0.00030165912518853697,0.005493371437643883,0.057671667857426105,-0.3980323568116202,-0.2710911220137382,-0.1706457638062427,1.0987768254009849,0.9141212837077448
Ppil3,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nif3l1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Orc2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm15834,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam126b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ndufb3,0.04734460585853775,0.34314519329999205,0.910105580693816,-0.27424853251361314,-0.1361144584111137,0.01528932804049358,0.8105525821857424,0.739486792267758
Cflar,0.014935446712629653,0.15333709008662408,0.6710451983751922,-0.005797598757654918,0.34182069959125516,0.7923220768941311,0.5356914942064849,0.6791493183994335
Casp8,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Trak2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stradb,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem237,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G730003C15Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Als2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fzd7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sumo1,0.06909581646423751,0.42686353893784235,0.9699293482575216,-0.18521324271509876,-0.05804717077299182,0.04817510538770139,1.0324332622103287,0.9929347231732901
Nop58,0.06742867472870279,0.5264792305547628,1.0,-29.017839941016906,-1.0132384529865575,1.557456892826807,0.4676060313179152,0.221533200804774
Bmpr2,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fam117b,0.00047630388187663733,0.015049240840804003,0.1568627450980392,0.18182386422229296,0.3862922766850694,0.6771747904605065,0.6184586889497801,0.8071830511629889
Ica1l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wdr12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Carf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nbeal1,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cyp20a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abi2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Raph1,0.47495853988950676,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cd28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ctla4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Icos,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pard3b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nrp2,0.266717246715916,0.47495853988950676,1.0,0.0,0.0,0.0,0.0,0.0
Ino80d,0.08856750257537103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ino80dos,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm20342,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ndufs1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Eef1b2,0.0073033261887751055,0.18134476462649837,0.9699293482575216,-0.06052651863070835,-0.026180740081467126,0.006113938837592233,2.6783088592585336,2.632046709803701
Zdbf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam23,0.029867793297539916,0.08856750257537103,0.8527260614461021,0.0,0.0,0.0,0.0,0.0
Fastkd2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Klf7,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Creb1,0.029867793297539916,0.3519631185845171,1.0,0.0,0.0,0.0,0.0,0.0
Mettl21a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2810408I11Rik,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ccnyl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fzd5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Plekhm3,0.2615722360139493,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Idh1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pikfyve,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Map2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpe,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kansl1l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Acadl,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Lancl1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ikzf2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm28112,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bard1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Atic,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fn1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mreg,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pecr,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmem169,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Xrcc5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Smarcal1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rpl37a,0.1568627450980392,0.42686353893784235,0.9699293482575216,-0.04214621468785347,-0.019137499078254152,-0.0008734019074354725,3.7365477059961654,3.6875151007337874
Igfbp5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tns1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cxcr2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Arpc2,0.0073033261887751055,0.03142017940779551,0.11526553941414623,-0.16828477270971795,-0.1268062779351416,-0.08085571707878544,2.4779056903685723,2.2670467822275175
Aamp,0.13096974100035602,0.615497508592667,1.0,-0.36887313574095537,-0.09905439486302917,0.2747333452805588,0.5621375763252551,0.5206323864803404
Pnkd,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tmbim1,0.08715662938217593,0.4398035473385238,0.8822739356449067,0.0,0.0,0.0,0.0,0.0
Gm29358,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Catip,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Slc11a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ctdsp1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vil1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Usp37,0.029867793297539916,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Cnot9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Plcd4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfp142,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bcs1l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rnf25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stk36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ttll4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cyp27a1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wnt6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wnt10a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ihh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nhej1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cnppd1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Retreg2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zfand2b,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Abcb6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Atg9a,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ankzf1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Glb1l,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Stk16,0.08856750257537103,0.2615722360139493,1.0,0.0,0.0,0.0,0.0,0.0
Tuba4a,0.2615722360139493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dnajb2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ptprn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dnpep,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Des,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
